"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Kyle Wilson","","0","0","6.17","0","0","0","1.0","1","1","0","1","1","1.72","5.16","5.03","6.41","0.0","0.0","999.0","sa875768"
"Ryan Feltner","","0","0","6.50","0","0","0","1.0","1","1","0","1","1","1.78","5.46","5.34","6.42","0.0","0.0","999.0","sa3008222"
"Jeronimo Castro","","0","0","6.32","0","0","0","1.0","1","1","0","1","1","1.72","5.92","5.18","6.42","0.0","0.0","999.0","sa917880"
"Manuel Flores","","0","0","6.35","0","0","0","1.0","1","1","0","1","0","1.64","5.22","4.03","6.42","0.0","0.0","999.0","sa508195"
"Cameron Bishop","","0","0","6.05","0","0","0","1.0","1","1","0","1","1","1.74","5.29","5.35","6.42","0.0","0.0","999.0","sa829601"
"Colton Laws","","0","0","6.39","0","0","0","1.0","1","1","0","1","1","1.70","5.21","4.55","6.42","0.0","0.0","999.0","sa3004193"
"Luis Mendez","","0","0","6.43","0","0","0","1.0","1","1","0","1","0","1.69","5.10","4.32","6.42","0.0","0.0","999.0","sa509937"
"Dallas Martinez","","0","0","6.37","0","0","0","1.0","1","1","0","0","0","1.68","4.47","3.99","6.42","0.0","0.0","999.0","sa657790"
"Matt Portland","","0","0","6.24","0","0","0","1.0","1","1","0","1","1","1.78","5.43","5.62","6.43","0.0","0.0","999.0","sa875751"
"Shelby Lackey","","0","0","6.49","0","0","0","1.0","1","1","0","1","1","1.79","5.64","5.52","6.43","0.0","0.0","999.0","sa3006771"
"Jose Marrujo","","0","0","6.39","0","0","0","1.0","1","1","0","1","1","1.73","5.31","4.94","6.43","0.0","0.0","999.0","sa546533"
"Jake Walsh","","0","0","6.18","0","0","0","1.0","1","1","0","1","0","1.62","5.72","4.35","6.43","0.0","0.0","999.0","sa3004457"
"Alan Strong","","0","0","6.22","0","0","0","1.0","1","1","0","1","1","1.66","5.36","4.59","6.44","0.0","0.0","999.0","sa3006768"
"Alexis Candelario","","0","0","6.40","0","0","0","1.0","1","1","0","1","1","1.73","5.29","4.93","6.44","0.0","0.0","999.0","sa3000055"
"Nathan Fisher","","0","0","6.25","0","0","0","1.0","1","1","0","1","1","1.75","5.33","5.20","6.44","0.0","0.0","999.0","sa3009863"
"Dustin Hurlbutt","","0","0","6.36","0","0","0","1.0","1","1","0","1","1","1.68","5.88","4.69","6.44","0.0","0.0","999.0","sa875683"
"Michael Murray","","0","0","6.39","0","0","0","1.0","1","1","0","1","1","1.73","5.39","4.91","6.44","0.0","0.0","999.0","sa857583"
"Benjamin Thompson","","0","0","6.35","0","0","0","1.0","1","1","0","1","1","1.75","5.36","5.37","6.44","0.0","0.0","999.0","sa876287"
"Seth Nordlin","","0","0","6.39","0","0","0","1.0","1","1","0","1","1","1.78","5.43","5.52","6.44","0.0","0.0","999.0","sa3004215"
"Jose Oyervides","","0","0","6.37","0","0","0","1.0","1","1","0","1","1","1.72","5.21","4.84","6.45","0.0","0.0","999.0","sa202000"
"Faustino Carrera","","0","0","6.24","0","0","0","1.0","1","1","0","1","1","1.73","5.26","5.15","6.45","0.0","0.0","999.0","sa917740"
"Nolan Watson","Royals","0","0","6.47","0","0","0","1.0","1","1","0","1","1","1.74","4.89","4.88","6.45","0.0","0.0","999.0","sa874732"
"Zachary Haake","","0","0","6.48","0","0","0","1.0","1","1","0","1","1","1.79","6.01","5.90","6.45","0.0","0.0","999.0","sa3008523"
"Cristopher Molina","Angels","0","0","6.34","0","0","0","1.0","1","1","0","1","1","1.68","6.04","4.78","6.45","0.0","0.0","999.0","sa828598"
"James McArthur","","0","0","6.26","0","0","0","1.0","1","1","0","1","1","1.76","6.72","5.97","6.45","0.0","0.0","999.0","sa3007715"
"Francys Peguero","","0","0","6.35","0","0","0","1.0","1","1","0","1","0","1.65","5.38","4.21","6.45","0.0","0.0","999.0","sa748442"
"Diego Cordero","","0","0","6.18","0","0","0","1.0","1","1","0","0","0","1.69","4.31","4.45","6.45","0.0","0.0","999.0","sa873150"
"Mason Thompson","Padres","0","0","6.36","0","0","0","1.0","1","1","0","1","1","1.77","6.11","5.79","6.46","0.0","0.0","999.0","sa917969"
"Wesley Torrez","","0","0","6.39","0","0","0","1.0","1","1","0","1","1","1.71","5.04","4.65","6.46","0.0","0.0","999.0","sa914205"
"Erik Miller","Phillies","0","0","6.21","0","0","0","1.0","1","1","0","1","1","1.77","6.47","5.89","6.47","0.0","0.0","999.0","sa3011336"
"Jose Butto","","0","0","6.23","0","0","0","1.0","1","1","0","1","1","1.69","5.57","4.93","6.47","0.0","0.0","999.0","sa3003166"
"Francisco Perez","Indians","0","0","6.27","0","0","0","1.0","1","1","0","1","1","1.80","5.53","5.78","6.47","0.0","0.0","999.0","sa872785"
"Julio Frias","","0","0","6.23","0","0","0","1.0","1","1","0","1","1","1.85","5.05","6.29","6.47","0.0","0.0","999.0","sa873218"
"Erick Valenzuela","","0","0","6.37","0","0","0","1.0","1","1","0","1","1","1.79","6.43","6.08","6.47","0.0","0.0","999.0","sa3008635"
"Estevan Gonzalez","","0","0","6.29","0","0","0","1.0","1","1","0","1","1","1.77","5.47","5.48","6.48","0.0","0.0","999.0","sa548554"
"Marco Tovar","","0","0","6.30","0","0","0","1.0","1","1","0","1","0","1.68","4.63","4.18","6.48","0.0","0.0","999.0","sa508092"
"Dalton Roach","","0","0","6.37","0","0","0","1.0","1","1","0","1","1","1.74","5.43","5.18","6.48","0.0","0.0","999.0","sa3010567"
"Franklin Perez","Tigers","0","0","6.64","0","0","0","1.0","1","1","0","1","1","1.77","5.69","5.14","6.48","0.0","0.0","999.0","sa873722"
"Grayson Rodriguez","","0","0","6.25","0","0","0","1.0","1","1","0","1","1","1.74","6.54","5.79","6.48","0.0","0.0","999.0","sa3008130"
"Brad Bass","","0","0","6.55","0","0","0","1.0","1","1","0","1","1","1.75","5.25","4.89","6.49","0.0","0.0","999.0","sa829618"
"Victor Buelna","","0","0","6.45","0","0","0","1.0","1","1","0","1","1","1.77","5.46","5.38","6.49","0.0","0.0","999.0","sa3008631"
"Chance Kirby","","0","0","6.59","0","0","0","1.0","1","1","0","1","0","1.67","5.17","4.01","6.49","0.0","0.0","999.0","sa3007200"
"Brayan Perez","","0","0","6.01","0","0","0","1.0","1","1","0","1","1","1.84","5.24","6.48","6.49","0.0","0.0","999.0","sa3006100"
"Samuel Perez","","0","0","6.45","0","0","0","1.0","1","1","0","1","1","1.77","5.51","5.36","6.49","0.0","0.0","999.0","sa917997"
"Mark Moclair","","0","0","6.35","0","0","0","1.0","1","1","0","1","1","1.87","6.70","7.01","6.49","0.0","0.0","999.0","sa3007592"
"Stetson Woods","","0","0","6.44","0","0","0","1.0","1","1","0","1","1","1.71","5.87","4.94","6.49","0.0","0.0","999.0","sa829165"
"William Layne Jr.","","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.85","5.50","6.27","6.49","0.0","0.0","999.0","sa876243"
"Kevin Folman","","0","0","6.44","0","0","0","1.0","1","1","0","1","1","1.75","5.25","5.13","6.49","0.0","0.0","999.0","sa3008462"
"Kelvin Nunez","Mariners","0","0","6.22","0","0","0","1.0","1","1","0","1","1","1.71","5.37","5.07","6.50","0.0","0.0","999.0","sa3002816"
"Alex Speas","","0","0","6.42","0","0","0","1.0","1","1","0","1","1","1.84","6.41","6.57","6.50","0.0","0.0","999.0","sa917945"
"Jacob Schlesener","","0","0","6.03","0","0","0","1.0","1","1","0","1","1","1.96","6.26","8.03","6.50","0.0","0.0","999.0","sa875595"
"Evan McKendry","Rays","0","0","6.33","0","0","0","1.0","1","1","0","1","1","1.77","5.18","5.48","6.50","0.0","0.0","999.0","sa3010787"
"Michel Gelabert","","0","0","6.31","0","0","0","1.0","1","1","0","1","1","1.83","5.93","6.37","6.50","0.0","0.0","999.0","sa3006153"
"Willy Taveras","","0","0","6.27","0","0","0","1.0","1","1","0","1","0","1.66","5.15","4.40","6.50","0.0","0.0","999.0","sa917753"
"Nicolas Debora","","0","0","6.43","0","0","0","1.0","1","1","0","1","1","1.74","5.57","5.18","6.50","0.0","0.0","999.0","sa688946"
"Orlando Razo","","0","0","6.17","0","0","0","1.0","1","1","0","1","1","1.70","5.44","4.99","6.50","0.0","0.0","999.0","sa3004217"
"Alberto Guerrero","","0","0","6.39","0","0","0","1.0","1","1","0","1","1","1.77","5.09","5.47","6.51","0.0","0.0","999.0","sa872514"
"Kohl Franklin","","0","0","6.43","0","0","0","1.0","1","1","0","1","1","1.80","5.87","6.03","6.51","0.0","0.0","999.0","sa3008335"
"Edgar Osuna","","0","0","6.34","0","0","0","1.0","1","1","0","1","1","1.73","4.54","4.59","6.51","0.0","0.0","999.0","sa328973"
"Xavier Altamirano","","0","0","6.44","0","0","0","1.0","1","1","0","1","0","1.63","5.12","3.95","6.51","0.0","0.0","999.0","sa875865"
"Evan Johnson","Mariners","0","0","6.26","0","0","0","1.0","1","1","0","1","1","1.73","6.05","5.60","6.51","0.0","0.0","999.0","sa3010000"
"Logan Gillaspie","","0","0","6.42","0","0","0","1.0","1","1","0","1","1","1.73","5.23","4.96","6.51","0.0","0.0","999.0","sa3008386"
"Hsin-Chieh Lin","Phillies","0","0","6.37","0","0","0","1.0","1","1","0","1","1","1.74","6.53","5.61","6.52","0.0","0.0","999.0","sa3008535"
"Brandon Bonilla","","0","0","6.28","0","0","0","1.0","1","1","0","1","1","1.85","6.17","6.59","6.52","0.0","0.0","999.0","sa602380"
"Grant Townsend","Blue Jays","0","0","6.48","0","0","0","1.0","1","1","0","1","1","1.73","6.26","5.32","6.52","0.0","0.0","999.0","sa3007268"
"J.D. Martin","","0","0","6.31","0","0","0","1.0","1","1","0","1","1","1.66","5.74","4.64","6.52","0.0","0.0","999.0","3685"
"Ethan Elliott","Padres","0","0","6.34","0","0","0","1.0","1","1","0","1","1","1.82","5.16","5.85","6.52","0.0","0.0","999.0","sa3010380"
"Reid Birlingmair","","0","0","6.45","0","0","0","1.0","1","1","0","1","1","1.76","5.66","5.60","6.52","0.0","0.0","999.0","sa3007473"
"Charles Ruegger","","0","0","6.40","0","0","0","1.0","1","1","0","1","1","1.78","4.84","5.16","6.53","0.0","0.0","999.0","sa3008427"
"Cole Watts","","0","0","6.25","0","0","0","1.0","1","1","0","1","1","1.82","5.27","6.02","6.53","0.0","0.0","999.0","sa3004358"
"Colin Selby","","0","0","6.50","0","0","0","1.0","1","1","0","1","1","1.75","5.46","5.24","6.53","0.0","0.0","999.0","sa3007731"
"Francisco Campos","","0","0","6.48","0","0","0","1.0","1","1","0","1","0","1.65","4.79","3.78","6.53","0.0","0.0","999.0","sa195168"
"Jesus Vargas","","0","0","6.39","0","0","0","1.0","1","1","0","1","1","1.73","5.32","5.02","6.53","0.0","0.0","999.0","sa877526"
"John Swanda","","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.78","5.26","5.17","6.53","0.0","0.0","999.0","sa3004944"
"Javier Assad","Cubs","0","0","6.42","0","0","0","1.0","1","1","0","1","1","1.71","5.24","4.95","6.53","0.0","0.0","999.0","sa920249"
"Amilcar Gaxiola","","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.76","4.82","5.03","6.54","0.0","0.0","999.0","sa510464"
"Bronson Arroyo","","0","0","6.50","0","0","0","1.0","1","1","0","1","0","1.54","5.30","2.67","6.54","0.0","0.0","999.0","978"
"Victor Santos","","0","0","6.40","0","0","0","1.0","1","1","0","1","0","1.67","5.49","4.36","6.54","0.0","0.0","999.0","sa3003083"
"Logan Gragg","","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.76","5.65","5.56","6.54","0.0","0.0","999.0","sa3010306"
"Felipe Tejada","Astros","0","0","6.36","0","0","0","1.0","1","1","0","1","1","1.80","6.34","6.24","6.54","0.0","0.0","999.0","sa873145"
"Jackson Goddard","","0","0","6.53","0","0","0","1.0","1","1","0","1","1","1.81","5.56","5.81","6.54","0.0","0.0","999.0","sa3007776"
"Clayton Chatham","","0","0","6.51","0","0","0","1.0","1","1","0","1","1","1.78","5.77","5.64","6.55","0.0","0.0","999.0","sa3008034"
"Parker Kelly","","0","0","6.45","0","0","0","1.0","1","1","0","1","1","1.75","5.18","5.09","6.55","0.0","0.0","999.0","sa3007711"
"Carlos Teller","","0","0","6.35","0","0","0","1.0","1","1","0","1","1","1.84","4.99","5.91","6.55","0.0","0.0","999.0","sa455989"
"Brigham Hill","","0","0","6.48","0","0","0","1.0","1","1","0","1","1","1.81","5.01","5.53","6.55","0.0","0.0","999.0","sa915793"
"Rodney Sellers","","0","0","6.49","0","0","0","1.0","1","1","0","1","1","1.76","5.16","5.13","6.55","0.0","0.0","999.0","sa3003991"
"Juan Then","Mariners","0","0","6.33","0","0","0","1.0","1","1","0","1","1","1.72","5.60","5.23","6.55","0.0","0.0","999.0","sa3002793"
"Daison Acosta","","0","0","6.34","0","0","0","1.0","1","1","0","1","1","1.77","5.74","5.79","6.55","0.0","0.0","999.0","sa944989"
"Francisco Morales","Phillies","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.81","6.86","6.43","6.55","0.0","0.0","999.0","sa3004581"
"Tobias Myers","","0","0","6.32","0","0","0","1.0","1","1","0","1","1","1.70","5.40","4.97","6.55","0.0","0.0","999.0","sa918088"
"Roansy Contreras","Pirates","0","0","6.51","0","0","0","1.0","1","1","0","1","1","1.75","5.33","5.18","6.56","0.0","0.0","999.0","sa3003020"
"Jorge Ortega","","0","0","6.57","0","0","0","1.0","1","1","0","1","0","1.68","4.81","3.99","6.56","0.0","0.0","999.0","sa597019"
"George Soriano","","0","0","6.44","0","0","0","1.0","1","1","0","1","1","1.78","5.16","5.55","6.56","0.0","0.0","999.0","sa917493"
"Carlos Guarate","","0","0","6.49","0","0","0","1.0","1","1","0","1","1","1.77","5.33","5.44","6.56","0.0","0.0","999.0","sa3006127"
"Jesus Rodriguez","","0","0","6.62","0","0","0","1.0","1","1","0","1","0","1.72","4.87","4.39","6.56","0.0","0.0","999.0","sa871769"
"Matthew Leon","","0","0","6.50","0","0","0","1.0","1","1","0","1","1","1.80","5.48","5.69","6.56","0.0","0.0","999.0","sa3006844"
"James Crownover","","0","0","6.35","0","0","0","1.0","1","1","0","1","0","1.67","5.13","4.41","6.56","0.0","0.0","999.0","sa829277"
"Shane Baz","Rays","0","0","6.36","0","0","0","1.0","1","1","0","1","1","1.78","5.95","6.04","6.56","0.0","0.0","999.0","sa3004765"
"Keith Rogalla","","0","0","6.49","0","0","0","1.0","1","1","0","1","1","1.79","6.02","5.71","6.56","0.0","0.0","999.0","sa829753"
"Matthew Turner","","0","0","6.41","0","0","0","1.0","1","1","0","1","1","1.76","5.00","5.10","6.56","0.0","0.0","999.0","sa3005029"
"Christian Greene","","0","0","6.59","0","0","0","1.0","1","1","0","1","1","1.77","6.65","5.65","6.56","0.0","0.0","999.0","sa3005315"
"Matthew DeRosier","","0","0","6.47","0","0","0","1.0","1","1","0","1","1","1.69","5.76","4.80","6.56","0.0","0.0","999.0","sa738347"
"Benjamin Brown","","0","0","6.37","0","0","0","1.0","1","1","0","1","1","1.76","6.49","5.85","6.56","0.0","0.0","999.0","sa3005122"
"Nicholas Fanti","","0","0","6.35","0","0","0","1.0","1","1","0","1","1","1.70","5.89","4.89","6.57","0.0","0.0","999.0","sa876058"
"Peyton Culbertson","","0","0","6.51","0","0","0","1.0","1","1","0","1","1","1.81","5.36","5.66","6.57","0.0","0.0","999.0","sa3007805"
"Tyler Kane","","0","0","6.55","0","0","0","1.0","1","1","0","1","1","1.74","4.73","4.67","6.57","0.0","0.0","999.0","sa738905"
"Daiveyon Whittle","Rays","0","0","6.34","0","0","0","1.0","1","1","0","1","1","1.83","4.87","6.04","6.57","0.0","0.0","999.0","sa3007617"
"Adam Kloffenstein","Blue Jays","0","0","6.48","0","0","0","1.0","1","1","0","1","1","1.86","5.35","6.26","6.57","0.0","0.0","999.0","sa3008578"
"Joshua Hendrickson","","0","0","6.31","0","0","0","1.0","1","1","0","1","1","1.78","6.41","5.91","6.57","0.0","0.0","999.0","sa3011196"
"Frederic Tarnok","Braves","0","0","6.53","0","0","0","1.0","1","1","0","1","1","1.74","5.85","5.26","6.58","0.0","0.0","999.0","sa3005175"
"Carlos Gomez","Yankees","0","0","6.46","0","0","0","1.0","1","1","0","1","1","1.76","6.15","5.53","6.58","0.0","0.0","999.0","sa3006699"
"Michael Brettell","","0","0","6.47","0","0","0","1.0","1","1","0","0","1","1.81","4.26","5.32","6.59","0.0","0.0","999.0","sa3008020"
"Tyler Mondile","","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.73","5.03","4.70","6.59","0.0","0.0","999.0","sa918013"
"Odalvi Javier","","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.76","5.76","5.48","6.59","0.0","0.0","999.0","sa877574"
"Nathan Wiles","Rays","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.79","5.24","5.74","6.59","0.0","0.0","999.0","sa3010307"
"Randall Wynne","","0","0","6.62","0","0","0","1.0","1","1","0","1","1","1.72","5.90","4.77","6.59","0.0","0.0","999.0","sa3010144"
"Adam Wolf","","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.81","4.97","5.44","6.59","0.0","0.0","999.0","sa3007587"
"Tyler Driver","Mariners","0","0","6.37","0","0","0","1.0","1","1","0","1","1","1.77","5.50","5.61","6.59","0.0","0.0","999.0","sa3010253"
"Luis Villar","Royals","0","0","6.50","0","0","0","1.0","1","1","0","1","1","1.86","4.63","6.03","6.59","0.0","0.0","999.0","sa3006496"
"Sal Mendez","","0","0","6.31","0","0","0","1.0","1","1","0","1","1","1.70","5.28","4.85","6.59","0.0","0.0","999.0","sa739012"
"Jesus Ozoria","Giants","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.78","5.04","5.39","6.59","0.0","0.0","999.0","sa3002819"
"Guadalupe Chavez","Astros","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.80","5.63","5.69","6.59","0.0","0.0","999.0","sa872819"
"Freicer Perez","","0","0","6.51","0","0","0","1.0","1","1","0","1","1","1.77","5.80","5.45","6.59","0.0","0.0","999.0","sa873207"
"Bryce Conley","","0","0","6.45","0","0","0","1.0","1","1","0","1","1","1.77","6.18","6.03","6.60","0.0","0.0","999.0","sa3004704"
"Bryan Warzek","","0","0","6.28","0","0","0","1.0","1","1","0","1","1","1.82","6.93","6.77","6.60","0.0","0.0","999.0","sa3008165"
"Jorge Rodriguez","Red Sox","0","0","6.44","0","0","0","1.0","1","1","0","1","1","1.84","5.36","6.07","6.60","0.0","0.0","999.0","sa3006074"
"Casey Meisner","","0","0","6.47","0","0","0","1.0","1","1","0","1","0","1.64","5.94","4.39","6.60","0.0","0.0","999.0","sa737630"
"Jose Medina","","0","0","6.37","0","0","0","1.0","1","1","0","1","1","1.84","4.99","5.98","6.60","0.0","0.0","999.0","sa737197"
"Tyler Baum","","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.82","5.10","5.71","6.60","0.0","0.0","999.0","sa1054042"
"Ernesto Jaquez","Astros","0","0","6.49","0","0","0","1.0","1","1","0","1","1","1.85","5.90","6.41","6.60","0.0","0.0","999.0","sa3004869"
"Clay Chandler","","0","0","6.47","0","0","0","1.0","1","1","0","1","0","1.61","5.13","3.68","6.61","0.0","0.0","999.0","sa3004749"
"Connor Curlis","","0","0","6.50","0","0","0","1.0","1","1","0","1","1","1.78","6.04","5.61","6.61","0.0","0.0","999.0","sa3006707"
"Griffin Roberts","","0","0","6.47","0","0","0","1.0","1","1","0","1","1","1.79","4.65","5.35","6.61","0.0","0.0","999.0","sa3008483"
"Sean Wymer","","0","0","6.52","0","0","0","1.0","1","1","0","1","0","1.72","4.62","4.48","6.61","0.0","0.0","999.0","sa3007204"
"Marcos Machado","","0","0","6.44","0","0","0","1.0","1","1","0","1","1","1.77","4.92","5.16","6.61","0.0","0.0","999.0","sa916571"
"Dionis Zamora","","0","0","6.58","0","0","0","1.0","1","1","0","1","1","1.77","5.63","5.35","6.61","0.0","0.0","999.0","sa3003167"
"Osvaldo Berrios","","0","0","6.53","0","0","0","1.0","1","1","0","1","1","1.82","4.71","5.70","6.61","0.0","0.0","999.0","sa3004702"
"Paul Balestrieri","","0","0","6.54","0","0","0","1.0","1","1","0","1","1","1.77","5.05","5.23","6.62","0.0","0.0","999.0","sa915714"
"Jairo Solis","Astros","0","0","6.51","0","0","0","1.0","1","1","0","1","1","1.85","5.83","6.36","6.62","0.0","0.0","999.0","sa3003037"
"Josh Winder","Twins","0","0","6.51","0","0","0","1.0","1","1","0","1","1","1.68","5.61","4.68","6.62","0.0","0.0","999.0","sa3007993"
"Justin Valdespina","","0","0","6.53","0","0","0","1.0","1","1","0","1","1","1.88","4.75","6.17","6.63","0.0","0.0","999.0","sa918312"
"Jackson Stoeckinger","","0","0","6.41","0","0","0","1.0","1","1","0","1","1","1.73","4.92","4.74","6.63","0.0","0.0","999.0","sa3005031"
"Jorge Rivera","","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.70","5.48","4.65","6.63","0.0","0.0","999.0","sa824922"
"Francisco Gomez","","0","0","6.57","0","0","0","1.0","1","1","0","1","1","1.79","5.26","5.40","6.63","0.0","0.0","999.0","sa3005405"
"Janser Lara","","0","0","6.55","0","0","0","1.0","1","1","0","1","1","1.80","6.18","6.00","6.64","0.0","0.0","999.0","sa917460"
"William Kobos","","0","0","6.66","0","0","0","1.0","1","1","0","1","1","1.84","5.88","6.16","6.64","0.0","0.0","999.0","sa3007614"
"Keith Weisenberg","","0","0","6.54","0","0","0","1.0","1","1","0","1","1","1.85","5.85","6.38","6.64","0.0","0.0","999.0","sa829809"
"Edgar Gomez","","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.80","4.68","5.32","6.65","0.0","0.0","999.0","sa740804"
